,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,,Def Interceptions,,,,,Fumbles,,,,,Unnamed: 17_level_0,Tackles,,,,,Unnamed: 23_level_0,Year
,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,
626,613,Sam Okuayinonu,SFO,26,DL,15,3,0,0,0,0,1,1,0,0,0,0,3.0,31,23,8,5,7,0,2024
627,614,Dyami Brown,WAS,25,WR,15,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
628,615,Ezekiel Elliott,DAL,29,RB,15,2,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
629,616,Isaac Guerendo,SFO,24,RB,15,2,0,0,0,0,0,0,3,0,0,0,0.0,2,0,2,0,0,0,2024
630,617,Jake Hansen,HOU,26,LB,15,2,0,0,0,0,0,0,0,0,0,0,1.0,26,17,9,1,1,0,2024
631,618,Isaiah McGuire,CLE,23,DE,15,2,0,0,0,0,0,3,0,0,0,0,2.5,33,16,17,8,9,0,2024
632,619,Quintin Morris,BUF,25,TE,15,2,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,2024
633,620,Clark Phillips,ATL,23,CB,15,2,1,45,0,45,3,1,0,1,5,0,0.0,32,25,7,2,0,0,2024
634,621,Winston Reid,CLE,25,LB,15,2,0,0,0,0,2,0,0,1,0,0,0.5,18,10,8,1,1,0,2024
635,622,J.J. Russell,TAM,26,LB,15,2,0,0,0,0,2,0,0,1,0,0,0.0,30,18,12,0,0,0,2024
636,623,Tank Bigsby,JAX,23,RB,15,1,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2024
637,624,Raheem Blackshear,CAR,25,RB,15,1,0,0,0,0,0,0,2,2,0,0,0.0,3,2,1,0,0,0,2024
638,625,Darnay Holmes,LVR,26,CB,15,1,0,0,0,0,3,0,0,0,0,0,1.0,29,14,15,2,1,0,2024
639,626,Lonnie Johnson Jr.,CAR,29,S,15,1,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2024
640,627,Patrick Jones II,MIN,26,OLB,15,1,0,0,0,0,0,1,0,0,0,0,7.0,39,19,20,9,12,0,2024
641,628,Kevin King,ATL,29,CB,15,1,0,0,0,0,2,0,0,1,0,0,0.0,10,6,4,0,0,0,2024
642,629,Anfernee Orji,NOR,24,LB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,27,15,12,2,0,0,2024
643,630,Owen Pappoe,ARI,24,LB,15,1,0,0,0,0,2,1,0,0,0,0,0.0,28,18,10,0,0,0,2024
644,631,Will Shipley,PHI,22,RB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,2024
645,632,Ty Summers,NYG,29,LB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,25,11,14,1,0,0,2024
646,633,Solomon Thomas,NYJ,29,DL,15,1,0,0,0,0,2,1,0,0,0,0,3.5,26,15,11,5,6,0,2024
647,634,Nick Vigil,DAL,31,LB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,22,10,12,0,0,0,2024
648,635,Adetomiwa Adebawore,IND,23,DT,15,0,0,0,0,0,0,0,0,0,0,0,1.0,7,5,2,3,2,0,2024
649,636,Derek Barnett,HOU,28,DE,15,0,0,0,0,0,0,2,0,1,28,1,4.0,24,13,11,2,4,0,2024
650,637,Nick Bellore,WAS,35,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,21,11,10,1,0,0,2024
651,638,Joey Blount,ARI,26,S,15,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
652,639,Joe Cardona,NWE,32,LS,15,0,0,0,0,0,0,1,0,0,0,0,0.0,4,3,1,0,0,0,2024
653,640,Jack Cochrane,KAN,25,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
654,641,Tyler Davis,LAR,24,DL,15,0,0,0,0,0,0,0,0,0,0,0,0.5,26,12,14,2,1,0,2024
655,642,Feleipe Franks,CAR,27,TE,15,0,0,0,0,0,0,0,0,1,0,0,0.0,9,6,3,0,0,0,2024
656,643,Matt Gay,IND,30,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2024
657,644,Tyler Goodson,IND,24,RB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
658,645,Jalyn Holmes,2TM,28,DL,15,0,0,0,0,0,0,0,0,0,0,0,2.0,15,10,5,5,3,0,2024
659,645,Jalyn Holmes,NYJ,28,DL,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,1,1,0,2024
660,645,Jalyn Holmes,WAS,28,DT,10,0,0,0,0,0,0,0,0,0,0,0,2.0,11,9,2,4,2,0,2024
661,646,Khaleke Hudson,CLE,27,OLB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,2024
662,647,Jalyx Hunt,PHI,23,OLB,15,0,0,0,0,0,1,2,0,0,0,0,1.5,21,12,9,1,3,0,2024
663,648,Arron Mosby,GNB,25,DL,15,0,0,0,0,0,2,0,0,0,0,0,0.5,10,6,4,1,2,0,2024
664,649,Rico Payton,NOR,25,CB,15,0,0,0,0,0,1,0,0,0,0,0,0.0,10,5,5,0,0,0,2024
665,650,Jon Rhattigan,CAR,25,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,12,6,6,0,0,0,2024
666,651,Christopher Smith,LVR,24,S,15,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,2024
667,652,Darrell Taylor,CHI,27,DL,15,0,0,0,0,0,2,2,0,0,0,0,3.0,28,20,8,3,9,0,2024
668,653,Jake Tonges,SFO,25,TE,15,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
669,654,Dallas Turner,MIN,21,OLB,15,0,1,4,0,4,1,0,0,0,0,0,3.0,19,11,8,3,5,0,2024
670,655,Payton Turner,NOR,25,DE,15,0,0,0,0,0,4,2,0,0,0,0,2.0,21,10,11,3,3,0,2024
671,656,Sione Vaki,DET,23,RB,15,0,0,0,0,0,0,1,0,0,0,0,0.0,8,8,0,0,0,0,2024
672,657,Jay Ward,MIN,24,S,15,0,0,0,0,0,1,0,0,0,0,0,0.0,5,4,1,0,1,0,2024
673,658,Marco Wilson,2TM,25,CB,15,0,0,0,0,0,2,0,0,0,0,0,0.0,17,10,7,0,0,0,2024
674,658,Marco Wilson,NWE,25,CB,10,0,0,0,0,0,1,0,0,0,0,0,0.0,15,8,7,0,0,0,2024
675,658,Marco Wilson,CIN,25,CB,5,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
676,659,Keenan Allen,CHI,32,WR,14,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
677,660,Will Anderson,HOU,23,DE,14,14,0,0,0,0,2,1,0,1,0,0,11.0,37,27,10,16,19,0,2024
678,661,Terron Armstead,MIA,33,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
679,662,Kirk Cousins,ATL,36,QB,14,14,0,0,0,0,0,0,13,2,-16,0,0.0,0,0,0,0,0,0,2024
680,663,Gervon Dexter,CHI,23,DL,14,14,0,0,0,0,1,0,0,2,0,0,5.0,46,23,23,4,18,0,2024
681,664,Rasul Douglas,BUF,29,CB,14,14,0,0,0,0,5,1,0,0,0,0,0.0,57,42,15,5,0,0,2024
682,665,Ikem Ekwonu,CAR,24,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
683,666,Jermaine Eluemunor,NYG,30,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
684,667,Travis Etienne,JAX,25,RB,14,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
685,668,Zach Frazier,PIT,23,C,14,14,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,2024
686,669,Stephon Gilmore,MIN,34,CB,14,14,1,0,0,0,9,0,0,0,0,0,0.0,54,38,16,1,0,0,2024
687,670,B.J. Hill,CIN,29,DT,14,14,0,0,0,0,4,0,0,0,0,0,3.0,52,24,28,7,9,0,2024
688,671,Jevon Holland,MIA,24,S,14,14,0,0,0,0,3,1,0,0,0,0,1.0,55,38,17,2,2,0,2024
689,672,Amani Hooker,TEN,26,S,14,14,5,68,0,30,9,2,0,0,0,0,0.0,71,47,24,4,2,0,2024
690,673,Sam Hubbard,CIN,29,DE,14,14,1,0,0,0,2,1,0,0,0,0,2.0,41,25,16,3,9,1,2024
691,674,Mike Hughes,ATL,27,CB,14,14,0,0,0,0,6,0,0,0,0,0,0.0,65,50,15,4,0,0,2024
692,675,Teven Jenkins,CHI,26,OL,14,14,0,0,0,0,0,0,0,2,0,0,0.0,1,1,0,0,0,0,2024
693,676,Alvin Kamara,NOR,29,RB,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
694,677,Eric Kendricks,DAL,32,MLB,14,14,2,15,0,8,3,3,0,1,0,0,3.0,133,68,65,4,3,0,2024
695,678,P.J. Locke,DEN,27,S,14,14,0,0,0,0,2,1,0,0,0,0,1.0,74,50,24,3,1,0,2024
696,679,Jordan Love,GNB,26,QB,14,14,0,0,0,0,0,0,4,2,-7,0,0.0,0,0,0,0,0,0,2024
697,680,Micah McFadden,NYG,24,LB,14,14,0,0,0,0,1,1,0,1,0,0,3.0,107,60,47,8,6,0,2024
698,681,Alim McNeill,DET,24,DL,14,14,0,0,0,0,1,1,0,0,0,0,3.5,25,17,8,7,7,0,2024
699,682,David Montgomery,DET,27,RB,14,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,2024
700,683,Kenny Moore,IND,29,CB,14,14,3,28,0,12,7,0,0,1,38,1,0.5,70,46,24,4,2,0,2024
701,684,Sean Murphy-Bunting,ARI,27,CB,14,14,2,2,0,2,4,2,0,0,0,0,0.0,51,29,22,3,0,0,2024
702,685,Kenneth Murray,TEN,26,LB,14,14,1,6,0,6,2,1,0,0,0,0,3.5,95,57,38,8,5,0,2024
703,686,Rakeem Nunez-Roches,NYG,31,DL,14,14,0,0,0,0,2,0,0,0,0,0,2.0,48,13,35,2,6,0,2024
704,687,Ed Oliver,BUF,27,DT,14,14,0,0,0,0,0,3,0,0,0,0,3.0,29,14,15,5,13,0,2024
705,688,Cade Otton,TAM,25,TE,14,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,2024
706,689,Kwity Paye,IND,26,DE,14,14,0,0,0,0,0,1,0,0,0,0,7.0,39,27,12,9,11,0,2024
707,690,D.J. Reader,DET,30,DL,14,14,0,0,0,0,1,0,0,0,0,0,3.0,20,10,10,4,8,0,2024
708,691,Zach Sieler,MIA,29,DT,14,14,1,0,0,0,2,1,0,1,0,0,8.5,49,24,25,12,17,0,2024
709,692,Darius Slay,PHI,33,CB,14,14,0,0,0,0,13,1,0,1,0,0,0.0,49,39,10,3,0,0,2024
710,693,E.J. Speed,IND,29,LB,14,14,1,12,0,12,4,0,0,0,0,0,0.0,134,87,47,7,1,0,2024
711,694,Jalen Thompson,ARI,26,S,14,14,0,0,0,0,3,0,0,1,0,0,0.0,88,56,32,2,2,0,2024
712,695,Henry To'oTo'o,HOU,23,LB,14,14,1,0,0,0,3,1,0,0,0,0,1.5,102,52,50,7,1,0,2024
713,696,Shy Tuttle,CAR,29,DT,14,14,0,0,0,0,3,1,0,2,0,0,0.0,42,21,21,0,1,0,2024
714,697,Christian Watson,GNB,25,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
715,698,Cobie Durant,LAR,26,DB,14,13,1,0,0,0,6,1,0,0,0,0,1.0,40,28,12,4,2,0,2024
716,699,DeShon Elliott,PIT,27,S,14,13,1,0,0,0,6,2,0,3,10,0,0.0,100,65,35,3,2,0,2024
717,700,Kristian Fulton,LAC,26,CB,14,13,1,29,0,29,7,0,1,0,0,0,0.0,49,37,12,3,0,0,2024
718,701,Kyler Gordon,CHI,25,DB,14,13,0,0,0,0,5,1,0,3,0,0,0.5,71,44,27,3,2,0,2024
719,702,Shelby Harris,CLE,33,DT,14,13,0,0,0,0,2,1,0,0,0,0,1.5,37,18,19,5,5,0,2024
720,703,Riq Woolen,SEA,25,CB,14,13,3,11,0,7,14,1,0,0,0,0,0.0,44,30,14,0,0,0,2024
721,704,Jordan Elliott,SFO,27,DL,14,12,0,0,0,0,0,0,0,0,0,0,0.0,17,12,5,2,1,0,2024
722,705,Malik Nabers,NYG,21,WR,14,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
723,706,D.K. Metcalf,SEA,27,WR,14,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
724,707,Larry Ogunjobi,PIT,30,DT,14,11,0,0,0,0,0,0,0,0,0,0,1.5,40,16,24,5,7,0,2024
725,708,Joe Tryon-Shoyinka,TAM,25,OLB,14,11,0,0,0,0,2,1,0,0,0,0,2.0,24,15,9,3,4,0,2024
726,709,Tony Adams,NYJ,25,S,14,10,1,0,0,0,6,0,0,0,0,0,1.0,80,41,39,2,1,0,2024
727,710,Javon Bullard,GNB,22,S,14,10,0,0,0,0,1,0,0,0,0,0,0.0,85,59,26,1,0,0,2024
728,711,Tyler Guyton,DAL,23,OT,14,10,0,0,0,0,0,0,1,1,-5,0,0.0,0,0,0,0,0,0,2024
729,712,Christian Izien,TAM,24,S,14,10,1,17,0,17,3,1,0,0,0,0,0.0,75,48,27,4,0,0,2024
730,713,Boye Mafe,SEA,26,LB,14,10,0,0,0,0,3,1,0,0,0,0,6.0,38,23,15,8,12,0,2024
731,714,Alec Ingold,MIA,28,FB,14,9,0,0,0,0,0,0,2,1,0,0,0.0,2,1,1,0,0,0,2024
732,715,Jauan Jennings,SFO,27,WR,14,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
733,716,Marcus Jones,NWE,26,CB,14,9,1,35,0,35,10,0,2,2,17,0,0.0,58,48,10,1,0,0,2024
734,717,Cade Stover,HOU,24,TE,14,9,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,2024
735,718,Dee Winters,SFO,24,LB,14,9,0,0,0,0,4,0,0,0,0,0,0.0,38,23,15,0,0,0,2024
736,719,Chamarri Conner,KAN,24,DB,14,8,2,32,0,29,4,1,0,1,38,1,1.0,72,55,17,4,4,0,2024
737,720,Kris Jenkins,CIN,23,DT,14,8,0,0,0,0,0,0,0,0,0,0,3.0,29,10,19,3,5,0,2024
738,721,Kader Kohou,MIA,26,CB,14,8,2,2,0,2,8,1,0,1,0,0,0.0,40,30,10,3,0,0,2024
739,722,Kool-Aid McKinstry,NOR,22,CB,14,8,0,0,0,0,5,0,0,0,0,0,0.0,39,30,9,2,0,0,2024
740,723,Anthony Walker,MIA,29,LB,14,8,1,5,0,5,2,0,0,0,0,0,1.0,68,34,34,0,0,0,2024
741,724,Pharaoh Brown,SEA,30,TE,14,7,0,0,0,0,0,0,1,0,0,0,0.0,3,1,2,0,0,0,2024
742,725,Byron Cowart,CHI,28,DT,14,6,0,0,0,0,0,0,0,0,0,0,1.5,24,13,11,4,3,0,2024
743,726,Malik Harrison,BAL,26,LB,14,6,0,0,0,0,0,0,0,0,0,0,2.0,51,21,30,3,3,0,2024
744,727,Roger McCreary,TEN,24,CB,14,6,0,0,0,0,1,0,0,0,0,0,1.0,47,40,7,12,2,0,2024
745,728,Darius Muasau,NYG,23,LB,14,6,1,1,0,1,1,0,0,0,0,0,0.0,47,23,24,2,1,0,2024
746,729,Carrington Valentine,GNB,23,CB,14,6,2,51,0,31,5,1,1,0,0,0,0.0,28,15,13,0,0,0,2024
747,730,Nick McCloud,2TM,26,CB,14,5,0,0,0,0,1,0,0,0,0,0,0.0,20,12,8,1,0,0,2024
748,730,Nick McCloud,NYG,26,CB,7,5,0,0,0,0,1,0,0,0,0,0,0.0,14,10,4,1,0,0,2024
749,730,Nick McCloud,SFO,26,CB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,2024
750,731,Devin Singletary,NYG,27,RB,14,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
751,732,Broderick Washington Jr.,BAL,28,DT,14,5,0,0,0,0,2,1,0,0,0,0,2.0,21,9,12,1,2,0,2024
752,733,Nate Wiggins,BAL,21,CB,14,5,0,0,0,0,12,1,0,0,0,0,0.0,32,24,8,0,0,0,2024
753,734,K'Lavon Chaisson,LVR,25,DE,14,4,1,0,0,0,2,1,0,0,0,0,5.0,31,19,12,7,8,0,2024
754,735,Blake Fisher,HOU,21,T,14,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
755,736,Thomas Harper,LVR,24,S,14,4,1,14,0,14,2,0,0,1,0,0,0.5,25,12,13,0,1,0,2024
756,737,Chau Smith-Wade,CAR,22,CB,14,4,1,3,0,3,1,1,0,0,0,0,0.0,39,24,15,1,0,0,2024
757,738,Deatrich Wise Jr.,NWE,30,DE,14,4,0,0,0,0,3,0,0,0,0,0,5.0,26,15,11,5,8,0,2024
758,739,Greg Gaines,TAM,28,DL,14,3,0,0,0,0,0,0,0,0,0,0,1.0,14,5,9,2,4,0,2024
759,740,Carl Lawson,DAL,29,DE,14,3,0,0,0,0,0,1,0,0,0,0,5.0,14,7,7,4,15,0,2024
760,741,Jeremiah Ledbetter,JAX,30,DT,14,3,0,0,0,0,0,0,0,0,0,0,2.0,34,19,15,8,4,0,2024
761,742,Trey Palmer,TAM,23,WR,14,3,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
762,743,Cedrick Wilson Jr.,NOR,29,WR,14,3,0,0,0,0,0,0,1,0,0,0,0.0,7,2,5,0,0,0,2024
763,744,Robert Woods,HOU,32,WR,14,3,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
764,745,Damone Clark,DAL,24,LB,14,2,0,0,0,0,1,0,0,0,0,0,0.5,28,16,12,1,1,0,2024
765,746,Chris Conley,SFO,32,WR,14,2,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,2024
766,747,Derius Davis,LAC,24,WR,14,2,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,2024
767,748,Michael Davis,WAS,29,CB,14,2,0,0,0,0,1,0,0,0,0,0,0.0,14,7,7,0,0,0,2024
768,749,Ashton Dulin,IND,27,WR,14,2,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,2024
769,750,Josh Hayes,TAM,25,DB,14,2,0,0,0,0,3,0,0,1,0,0,0.0,23,12,11,0,0,0,2024
770,751,DJ Johnson,CAR,26,OLB,14,2,0,0,0,0,1,0,0,1,0,0,0.5,44,19,25,3,1,0,2024
771,752,James Pierre,PIT,28,CB,14,2,1,18,0,18,3,2,0,0,0,0,0.0,23,17,6,0,0,0,2024
772,753,Isaiah Rodgers,PHI,26,CB,14,2,0,0,0,0,3,1,0,0,0,0,0.0,23,16,7,0,0,0,2024
773,754,Stone Smartt,LAC,26,TE,14,2,0,0,0,0,0,0,1,0,0,0,0.0,3,2,1,0,0,0,2024
774,755,Ja'Sir Taylor,LAC,25,DB,14,2,0,0,0,0,5,0,0,1,0,0,0.0,22,12,10,1,1,0,2024
775,756,Jordan Whittington,LAR,24,WR,14,2,0,0,0,0,0,0,0,1,0,0,0.0,4,4,0,0,0,0,2024
776,757,Corey Ballentine,GNB,28,CB,14,1,0,0,0,0,0,1,1,0,0,0,0.0,6,6,0,0,0,0,2024
777,758,Kei'Trel Clark,ARI,23,CB,14,1,0,0,0,0,0,0,0,0,0,0,1.0,7,4,3,1,1,0,2024
778,759,Keondre Coburn,TEN,24,DL,14,1,0,0,0,0,0,0,0,0,0,0,0.0,11,7,4,0,0,0,2024
779,760,Khalil Dorsey,DET,26,CB,14,1,0,0,0,0,2,0,0,0,0,0,0.0,14,8,6,1,0,0,2024
780,761,Brandon Joseph,DET,23,S,14,1,0,0,0,0,1,0,0,0,0,0,0.0,13,11,2,0,0,0,2024
781,762,Damontae Kazee,PIT,31,S,14,1,1,5,0,5,2,0,0,0,0,0,0.0,31,22,9,0,0,0,2024
782,763,Chris Lammons,IND,28,CB,14,1,0,0,0,0,0,1,0,2,3,0,1.0,12,10,2,1,1,0,2024
783,764,Kristian Welch,2TM,26,LB,14,2,0,0,0,0,0,0,0,1,0,0,0.0,13,7,6,0,0,0,2024
784,764,Kristian Welch,DEN,26,LB,6,1,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,2024
785,764,Kristian Welch,BAL,26,LB,8,1,0,0,0,0,0,0,0,1,0,0,0.0,5,3,2,0,0,0,2024
786,765,Jaylen Wright,MIA,21,RB,14,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
787,766,Robert Beal,SFO,25,DL,14,0,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,0,0,0,2024
788,767,Jaheim Bell,NWE,23,TE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
789,768,Chris Brooks,GNB,24,RB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,2024
790,769,Jacob Cowing,SFO,23,WR,14,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
791,770,Ashtyn Davis,NYJ,28,S,14,0,0,0,0,0,0,0,0,0,0,0,0.0,26,17,9,3,0,0,2024
792,771,Josiah Deguara,JAX,27,TE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
793,772,Nick Folk,TEN,40,K,14,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
794,773,Ali Gaye,TEN,26,OLB,14,0,0,0,0,0,0,0,0,0,0,0,1.0,7,6,1,2,1,0,2024
795,774,Reggie Gilliam,BUF,27,FB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,2024
796,775,Nick Hampton,LAR,24,OLB,14,0,0,0,0,0,1,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
797,776,Austin Johnson,BUF,30,DT,14,0,2,9,0,5,2,0,0,0,0,0,0.5,19,7,12,0,1,0,2024
798,777,Sanoussi Kane,BAL,23,S,14,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,2024
799,778,Younghoe Koo,ATL,30,K,14,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2024
800,779,Mike Morris,SEA,23,DE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
801,780,Xavier Smith,LAR,27,WR,14,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,2024
802,781,Ihmir Smith-Marsette,NYG,25,WR,14,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
803,782,M.J. Stewart,HOU,29,S,14,0,0,0,0,0,0,0,0,1,0,0,0.0,6,3,3,0,0,0,2024
804,783,Pierre Strong,CLE,26,RB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2024
805,784,Daniel Thomas,JAX,26,S,14,0,0,0,0,0,0,0,0,1,0,0,0.0,8,4,4,0,0,0,2024
806,785,Jaylen Warren,PIT,26,RB,14,0,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,2024
807,786,Carlos Watkins,DAL,31,DE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,0,0,0,2024
808,787,Aaron Banks,SFO,27,OL,13,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
809,788,Deonte Banks,NYG,23,CB,13,13,0,0,0,0,10,1,0,0,0,0,0.0,51,39,12,1,0,0,2024
810,789,Terrel Bernard,BUF,25,LB,13,13,2,1,0,1,3,0,0,1,0,0,1.0,104,55,49,5,3,0,2024
811,790,Nick Bosa,SFO,27,DL,13,13,1,30,0,30,1,1,0,1,0,0,9.0,52,33,19,15,24,0,2024
812,791,Blake Cashman,MIN,28,LB,13,13,0,0,0,0,8,0,0,1,16,0,4.5,104,63,41,8,10,0,2024
813,792,Jadeveon Clowney,CAR,31,OLB,13,13,0,0,0,0,3,0,0,0,0,0,4.5,42,23,19,8,8,0,2024
814,793,Carlton Davis,DET,28,CB,13,13,2,0,0,0,11,1,0,2,49,0,0.0,56,42,14,2,0,0,2024
815,794,Divine Deablo,LVR,26,LB,13,13,0,0,0,0,2,0,0,0,0,0,1.0,56,33,23,4,4,0,2024
816,795,Mike Evans,TAM,31,WR,13,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
817,796,Jake Ferguson,DAL,25,TE,13,13,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2024
818,797,Damar Hamlin,BUF,26,S,13,13,2,19,0,19,5,0,0,1,0,0,0.0,83,58,25,2,0,0,2024
819,798,Kamari Lassiter,HOU,21,CB,13,13,3,9,0,9,10,0,0,0,0,0,0.0,57,41,16,4,0,1,2024
820,799,Riley Moss,DEN,24,CB,13,13,1,0,0,0,8,1,0,1,0,0,0.0,85,64,21,1,0,0,2024
821,800,Tyler Nubin,NYG,23,S,13,13,0,0,0,0,1,1,0,1,2,0,0.0,98,57,41,4,0,0,2024
822,801,Taylor Rapp,BUF,27,S,13,13,2,5,0,5,6,1,0,0,0,0,0.0,79,45,34,2,0,0,2024
823,802,D.J. Reed,NYJ,28,CB,13,13,0,0,0,0,10,0,0,0,0,0,1.0,59,47,12,3,1,0,2024
824,803,Quay Walker,GNB,24,LB,13,13,0,0,0,0,2,0,0,0,0,0,2.5,102,72,30,9,3,0,2024
825,804,Pete Werner,NOR,25,LB,13,13,0,0,0,0,1,0,0,0,0,0,0.0,92,54,38,3,0,0,2024
826,805,De'Vondre Campbell,SFO,31,LB,13,12,0,0,0,0,2,0,0,0,0,0,0.0,79,44,35,3,1,0,2024
827,806,Ronald Darby,JAX,30,CB,13,12,0,0,0,0,9,0,0,0,0,0,0.0,46,36,10,3,0,0,2024
828,807,DeMarvion Overshown,DAL,24,LB,13,12,1,23,1,23,4,1,0,1,0,0,5.0,90,56,34,8,5,0,2024
829,808,Brian Robinson Jr.,WAS,25,RB,13,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
830,809,Jonathan Taylor,IND,25,RB,13,12,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2024
831,810,K.J. Britt,TAM,25,LB,13,11,0,0,0,0,1,0,0,0,0,0,0.5,69,37,32,0,1,0,2024
832,811,George Pickens,PIT,23,WR,13,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
833,812,Tarheeb Still,LAC,22,CB,13,11,4,85,1,61,10,0,0,0,0,0,0.5,55,40,15,0,1,0,2024
834,813,Bryce Young,CAR,23,QB,13,11,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,2024
835,814,Clelin Ferrell,WAS,27,DE,13,10,0,0,0,0,0,1,0,0,0,0,3.5,25,11,14,4,9,0,2024
836,815,Joey Bosa,LAC,29,OLB,13,9,0,0,0,0,0,2,0,0,0,0,5.0,22,17,5,5,11,0,2024
837,816,Cordale Flott,NYG,23,CB,13,9,1,26,0,26,7,0,0,0,0,0,0.0,51,35,16,2,0,0,2024
838,817,Dalton Kincaid,BUF,25,TE,13,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
